Country,Year,GHG Energy,GHG Fugi,GHG FC,GHG FC - Coal,GHG FC - Oil,GHG FC - Gas,CO2 MARBUNK,CO2 AVBUNK,CO2-TES,CO2-GDP,CO2-GDP PPP,CO2-POP
Libya,1972,99.32154084,92966.11997,6.355420871,0,3.164214358,3.154361115,0.006222892,0.309323265,68.169,0.097,0.034,3.116
Madagascar,1972,1.119296047,0.0,1.119296047,0,0.749796628,0.0,0.269734096,0.018446928,11.894,0.129,0.039,0.104
Mauritius,1972,,,0.321206314,0,0.293004713,0.0,0.051142193,0.073344664,18.677,0.203,0.098,0.341
Morocco,1972,7.578087871,29.6650875,7.548422783,1.501684733,5.700507513,0.109973606,0.185712418,0.452400607,54.254,0.384,0.157,0.45
Mozambique,1972,4.240015,64.0591315,4.175955869,1.279106408,1.401112949,0.0,0.520193424,0.089289273,9.307,0.801,0.366,0.3
Namibia,1972,,0.0,,,,,,,,,,
Niger,1972,0.445615677,0.0,0.445615677,0,0.202917657,0.0,0.0,0.0,6.393,0.058,0.025,0.041
Nigeria,1972,94.50277148,76481.42658,18.02134491,0.716398853,5.689660935,0.542337493,0.018669,0.31862534,4.762,0.064,0.032,0.118
Rwanda,1972,0.843156191,0.0,0.843156191,0,0.0683159,0.0,0.0,0.006151171,0.349,0.053,0.022,0.016
Senegal,1972,1.431094366,1.509274,1.429585092,0,1.267306461,0.0,2.853665307,0.325109081,23.715,0.252,0.103,0.27
South Africa,1972,174.0420064,7650.551305,166.3914551,134.2764293,30.5616544,0.0,9.005363979,0.531170896,84.222,1.344,0.613,6.874
South Sudan,1972,,0.0,,,,,,,,,,
Sudan,1972,4.249323541,2.02232,4.247301221,0,3.455304411,0.0,0.0,0.343078659,11.384,0.182,0.089,0.22
United Rep. of Tanzania,1972,2.746630834,0.862929,2.745767905,0,1.663199012,0.0,0.168311091,0.092319522,8.408,0.229,0.092,0.112
Togo,1972,0.4920569454,0.1579514,0.491898994,0,0.364824797,0.0,0.0,0.0,11.5,0.194,0.079,0.154
Tunisia,1972,6.134878254,1837.089862,4.297788392,0.414943154,3.718125676,0.046091928,0.054253801,0.385803842,54.651,0.531,0.201,0.778
Uganda,1972,1.974970716,0.0,1.974970716,0,0.813858602,0.0,0.0,0.26786752,4.07,2.073,0.72,0.074
Zambia,1972,,,4.362757253,2.301207659,1.522257901,0.0,0.0,0.028541384,23.117,0.622,0.243,0.836
Zimbabwe,1972,,,8.083209361,5.183800062,1.787370255,0.0,0.0,0.092160729,29.6,1.111,0.599,1.241
Other Africa,1972,,,11.00726956,0.132793347,5.613375604,0.0,2.872395799,0.341212184,8.009,0.209,0.088,0.129
Bangladesh,1972,4.681143405,91.2307993,4.589912606,0.372997136,2.218336105,0.309054475,0.065438089,0.060430303,11.711,0.087,0.031,0.042
Brunei Darussalam,1972,8.139356665,7748.907853,0.390448812,0,0.149975321,0.238242449,0.003111608,0.003189042,52.478,0.065,0.032,2.677
Cambodia,1972,,,,,,,,,,,,
DPR of Korea,1972,,,72.01788699,68.58359408,3.346993438,0.0,0.0,0.0,84.46,7.273,2.013,4.52
India,1972,223.9616361,11312.41173,212.6492244,131.5182507,57.23639473,1.118194914,0.550240862,1.821499555,32.977,0.986,0.296,0.323
Indonesia,1972,60.91127058,22990.26632,37.92100426,0.498650647,27.99861724,0.147322304,0.918463043,0.204089682,18.554,0.367,0.119,0.233
Lao People's Democratic Republic,1972,,,,,,,,,,,,
Malaysia,1972,15.85615542,2873.808218,12.9823472,0.008554334,12.70668361,0.021017301,0.08679578,0.462125925,51.434,0.553,0.222,1.166
Mongolia,1972,,,,,,,,,,,,
Myanmar,1972,,,6.554958409,0.361096856,3.9009082,0.178822759,0.0,0.031783255,13.052,0.917,0.251,0.154
Nepal,1972,,,1.594210648,0.057454884,0.204959653,0.0,0.0,0.009566825,1.65,0.063,0.018,0.02
Pakistan,1972,20.75853232,1028.220573,19.73031175,2.464754383,8.690222087,4.986651377,0.291601701,1.136003793,21.844,0.435,0.133,0.256
Philippines,1972,27.26778613,9.19748,27.25858865,0.049783785,25.14126638,0.0,1.003877229,0.786902675,39.337,0.437,0.183,0.631
Singapore,1972,,,7.283564737,0.013392641,7.216611873,0.05101346,14.80063977,0.930788421,51.062,0.391,0.25,3.356
Sri Lanka,1972,,,4.319354495,0.006074152,3.433867333,0.0,1.202383985,0.003135913,20.018,0.369,0.123,0.261
Chinese Taipei,1972,,,34.36284282,10.51941972,22.0225542,1.820868904,0.790077173,2.789244037,70.503,1.072,0.52,2.189
Thailand,1972,19.81526692,11.7992868,19.80346764,0.375187751,18.32690461,0.0,0.212005937,1.871514082,30.589,0.494,0.182,0.489
Viet Nam,1972,19.01200023,558.13885,18.45386138,4.327583095,11.78411451,0.0,0.0,6.361993869,28.46,0.8,0.273,0.362
Other Asia,1972,,,11.25132183,3.957083517,6.112358259,0.313559121,0.500639526,0.334728736,43.733,0.373,0.2,0.374
People's Rep. of China,1972,957.5184792,48715.18673,908.8032925,709.3013867,132.4287086,9.536459779,2.458069205,0.0,48.272,3.198,1.988,0.964
"Hong Kong, China",1972,,,9.617729191,0.069712857,9.487951036,0.057454448,3.403729157,1.486027527,73.606,0.3,0.225,2.318
"China (incl. Hong Kong, China)",1972,967.1362084,48715.18673,918.4210217,709.3710995,141.9166596,9.593914227,5.861798362,1.486027527,48.462,2.882,1.826,0.971
Argentina,1972,102.241025,17434.49013,84.80653485,3.46382403,67.20287864,13.90531914,0.656607599,0.758958073,59.582,0.321,0.239,3.403
Bolivia,1972,11.42083654,8945.824478,2.47501206,0,2.245392279,0.165769184,0.0,0.0,50.265,0.447,0.19,0.495
Brazil,1972,110.290679,3793.82915,106.4968498,6.431114077,89.65987291,0.551167917,1.048465808,0.0,30.369,0.246,0.147,0.94
Cuba,1972,20.67611444,32.9616688,20.64315277,0.461994923,19.86077808,0.079677671,0.0,0.315679196,47.856,0.769,0.248,2.207
Curaçao,1972,,,14.18319613,0,14.18319613,0.0,6.575898269,0.149507955,63.131,10.603,8.425,86.052
Dominican Republic,1972,,,4.828217056,0,4.626743794,0.0,0.0,0.079722448,40.014,0.47,0.221,0.968
Ecuador,1972,5.426605334,1479.900695,3.946704639,0,3.585114638,0.0,0.228593633,0.357156793,36.28,0.177,0.098,0.539
El Salvador,1972,,,1.969967318,0,1.552008752,0.0,0.0,0.041455745,19.534,0.133,0.065,0.403
Guatemala,1972,,,3.148935857,0,2.523391912,0.0,0.209724954,0.15907478,21.114,0.162,0.079,0.436
Guyana,1972,1.570164722,0.0,1.570164722,0,1.532486765,0.0,0.0,0.015944609,46.119,0.704,0.35,2.109
Haiti,1972,,,0.772578328,0,0.361106485,0.0,0.0,0.019133352,4.651,0.052,0.024,0.073
Honduras,1972,,,1.501389397,0,1.174251948,0.0,0.0,0.022322393,19.475,0.266,0.127,0.392
Jamaica,1972,,,7.716758393,0,7.681078229,0.0,0.276921769,0.449634809,57.318,0.672,0.375,3.983
Nicaragua,1972,,,1.752891906,0,1.548298406,0.0,0.0,0.051022271,29.379,0.249,0.096,0.587
Panama,1972,,,2.814571868,0.02255687,2.688181719,0.0,1.796488507,0.309323265,34.328,0.365,0.196,1.672
Paraguay,1972,0.9566912593,0.2867243,0.956404535,0,0.641924638,0.0,0.0,0.043466221,10.733,0.109,0.051,0.25
Peru,1972,20.12972923,3468.465693,16.66126354,0.478091001,14.4556365,0.670476531,0.077786959,0.507035162,40.29,0.293,0.158,1.078
Suriname,1972,,,,,,,,,,,,
Trinidad and Tobago,1972,12.12354607,6611.820585,5.511725482,0,2.634637543,2.869673372,5.399347038,0.146689328,48.652,0.845,0.562,5.402
Uruguay,1972,5.610739492,1.4376058,5.609301886,0.061012274,5.421465618,0.0,0.287298041,0.0,53.715,0.274,0.212,1.922
Venezuela,1972,298.2242432,250243.1466,47.98109655,0.6443481,30.06196664,17.18812007,8.758006611,0.395517182,65.505,0.153,0.152,3.93
Other Non-OECD Americas,1972,,,8.082995418,0.107787308,7.94141199,0.00614856,3.260007606,0.612268746,43.653,0.18,0.156,1.822
Bahrain,1972,8.64448464,5334.574571,3.309910069,0,1.082035607,2.227874461,0.442777211,0.503846121,57.611,1.311,0.652,13.585
Islamic Rep. of Iran,1972,204.2286621,160850.4138,43.37824837,0.668083098,36.37388198,6.313171528,1.082795184,7.851071666,63.118,0.219,0.081,1.429
Iraq,1972,44.21073613,32611.43953,11.5992966,0,9.791719672,1.805264537,0.248918269,0.280623088,64.039,1.767,0.849,1.094
Jordan,1972,1.523547935,1.4105368,1.522137398,0,1.52179841,0.0,0.0,0.127555976,66.488,0.303,0.133,0.881
Kuwait,1972,72.26370904,56694.18505,15.56952399,0,4.666247521,10.90246058,7.231147148,0.181714459,52.921,0.285,0.18,16.898
Lebanon,1972,5.085347428,3.02684,5.082320588,0.020728909,5.025424259,0.0,0.503339176,0.552175871,62.391,0.161,0.082,1.989
Oman,1972,14.90284917,14635.99413,0.266855031,0,0.266855031,0.0,4.480531114,0.009566825,72.152,0.032,0.017,0.371
Qatar,1972,14.60594423,12126.05005,2.479894184,0,0.366859252,2.112543428,0.0,0.0,57.807,0.114,0.077,16.688
Saudi Arabia,1972,104.8984561,90364.4694,14.53398668,0,11.46632782,3.067332493,42.6421306,0.644157665,55.058,0.078,0.033,2.143
Syrian Arab Republic ,1972,15.767204,10568.04177,5.199162229,0.005366723,5.193614106,0.0,0.863094461,0.25819533,62.04,0.744,0.866,0.76
United Arab Emirates,1972,47.76255385,45160.69116,2.601862694,0,0.556334242,2.045528453,0.0,0.022216729,58.736,0.115,0.068,6.595
Yemen,1972,1.484282655,1.6465278,1.482636127,0,1.477863112,0.0,0.994497128,0.089183609,60.26,0.234,0.145,0.202
Canada,1973,404.9928361,23534.96033,381.4578758,60.37626167,236.7526182,83.15352501,3.688696798,1.530672013,56.304,0.703,0.686,16.702
Chile,1973,20.97932133,342.4507725,20.63687055,4.652943344,14.6264183,0.946810402,0.588069605,0.39112381,56.212,0.471,0.282,1.986
Colombia,1973,34.63281893,4422.452185,30.21036674,6.496833117,19.22761549,3.327508723,0.798516118,0.72933558,49.091,,,1.245
Costa Rica,1973,,,1.707573802,0.002506452,1.652715562,0.0,0.0,0.0,41.514,0.153,0.104,0.842
Mexico,1973,144.4104945,23538.45483,120.8720397,6.524068811,88.97795469,23.48492806,0.35159712,1.868695455,53.455,0.361,0.189,2.061
United States,1973,5005.5621,259417.9755,4746.144125,1249.089572,2293.369063,1200.070221,29.65312004,15.98595576,64.763,0.787,0.787,22.134
Australia,1973,168.682822,8316.72313,160.3660989,81.97887498,70.41541079,7.119742313,5.967186247,1.670418672,66.029,0.465,0.515,11.586
Israel,1973,15.80436664,8.5276975,15.79583894,0.005721631,15.78901344,0.0,0.0,2.4847345,48.156,0.272,0.274,4.775
Japan,1973,910.8963778,6619.3736,904.2770042,212.7117455,677.8912874,13.67397142,57.00549951,5.195797738,66.938,0.501,0.428,8.245
Korea,1973,83.02761661,12500.97782,70.52663879,30.56526208,39.96137671,0.0,1.892040631,0.283175698,75.577,0.786,0.596,2.001
New Zealand,1973,17.05963104,97.5929575,16.96203808,4.593868637,11.78934806,0.578821384,1.038862108,0.601350626,50.588,0.245,0.252,5.62
Austria,1973,,,54.86505022,15.71653808,32.37937416,6.525522901,0.0,0.310524581,59.842,0.333,0.295,7.093
Belgium,1973,,,134.5660485,48.24719234,71.11106557,15.2070895,9.745412154,1.568055258,69.114,0.663,0.588,13.684
Czech Republic,1973,,,152.4102975,125.5427128,24.63883538,2.228749279,0.0,0.701370888,78.992,1.987,1.045,15.053
Denmark,1973,56.88520627,75.45023,56.80975604,7.987308659,48.57642661,0.000859088,2.18437125,2.210659008,70.746,0.38,0.413,11.201
Estonia,1973,0.0226165275,22.6165275,,,,,,,,,,
Finland,1973,,,48.91494742,10.45909025,37.87503566,0.0,0.254842393,0.276705114,54.422,0.512,0.516,10.271
France,1973,484.7873898,1798.5845,482.9888053,125.5726666,328.7191567,25.73381848,17.08056294,5.570994035,62.897,0.445,0.399,8.895
Germany,1973,1068.684887,4137.07105,1064.547816,562.4532646,436.3504262,65.05432337,13.07291669,8.584058874,75.084,0.665,0.574,13.326
Greece,1973,,,34.19680969,8.463892572,25.56915982,0.0,2.848385779,1.706347403,68.199,0.278,0.188,3.738
Hungary,1973,,,67.5302123,36.38052237,22.95158759,7.981768259,0.0,0.153725096,74.546,1.132,0.537,6.369
Iceland,1973,,,1.683310376,0.002704865,1.680605509,0.0,0.0,0.325897121,35.575,0.359,0.386,7.86
Ireland,1973,,,21.28922246,7.241234466,14.04798799,0.0,0.28786504,0.737880104,72.021,0.471,0.423,6.778
Italy,1973,333.0377971,2262.764325,330.7750328,30.65977933,268.528372,31.56705943,22.80985116,3.566419903,65.783,0.335,0.274,5.992
Latvia,1973,,,,,,,,,,,,
Lithuania,1973,,,,,,,,,,,,
Luxembourg,1973,,,17.51020518,12.11349704,4.882565146,0.514142988,0.0,0.156805032,94.014,1.266,1.238,49.709
Netherlands,1973,149.7216007,263.8140473,149.4577867,16.0754396,65.24399479,68.1383523,37.16460869,2.352041885,57.183,0.473,0.425,11.048
Norway,1973,24.76554678,1130.720881,23.63482589,3.899268274,19.73555762,0.0,2.015512049,0.814742502,39.06,0.194,0.239,5.9
Poland,1973,318.8218889,887.93451,317.9339544,277.5394421,28.00292638,10.69425553,1.667759298,0.553558476,80.43,2.041,0.955,9.373
Portugal,1973,,,16.50204262,2.093453134,14.28301874,0.0,2.549759913,0.913126516,56.077,0.202,0.131,1.857
Slovak Republic,1973,,,41.34056375,24.43904795,13.66870268,3.178013313,0.0,0.0,63.061,1.023,0.557,8.828
Slovenia,1973,,0.0,,,,,,,,,,
Spain,1973,,,140.672439,37.23169291,101.5042621,1.935427571,4.332139156,2.594894552,64.552,0.299,0.221,3.954
Sweden,1973,84.76985576,16.2048775,84.75365089,6.387098061,77.93136499,0.0,3.541621152,0.384312591,51.385,0.418,0.439,10.269
Switzerland,1973,,,43.59244748,1.633128046,41.61501199,0.256431314,0.0,2.004574132,54.297,0.116,0.149,6.674
Republic of Türkiye,1973,,,56.01583292,19.57831165,34.08916887,0.0,0.278639926,0.129129093,51.734,0.341,0.146,1.386
United Kingdom,1973,648.4282337,5881.532098,642.5467016,323.9274978,272.3495411,46.26966268,17.0853821,8.144350636,69.464,0.476,0.503,11.281
Albania,1973,,,4.103547189,1.448208074,2.139874713,0.378939176,0.0,0.0,53.495,1.114,0.377,1.708
Armenia,1973,,,,,,,,,,,,
Azerbaijan,1973,44.90477753,44904.77753,,,,,,,,,,
Belarus,1973,,,,,,,,,,,,
Bosnia and Herzegovina,1973,,,,,,,,,,,,
Bulgaria,1973,,,68.58242391,35.86107396,32.23509246,0.399233187,0.0,0.614900087,78.903,3.516,1.353,7.857
Croatia,1973,,,,,,,,,,,,
Cyprus,1973,,,2.301421436,0,2.300326684,0.0,0.031323845,0.230593043,69.503,0.743,0.547,3.6
Georgia,1973,,,,,,,,,,,,
Gibraltar,1973,,,0.0597499,0,0.0597499,0.0,3.924871652,0.021521615,49.664,0.116,0.143,2.107
Kazakhstan,1973,14.14872668,14148.72668,,,,,,,,,,
Kosovo,1973,,,,,,,,,,,,
Kyrgyzstan,1973,,,,,,,,,,,,
Malta,1973,,,0.803101432,0,0.803101432,0.0,0.07193585,0.19369364,74.348,0.715,0.476,2.63
Republic of Moldova,1973,,,,,,,,,,,,
Montenegro,1973,,,,,,,,,,,,
Republic of North Macedonia,1973,,,,,,,,,,,,
Romania,1973,140.7089057,10282.09133,130.4268144,37.13452416,36.57183096,56.22224248,0.0,0.064680115,64.46,2.003,0.831,6.197
Russian Federation,1973,241.7533363,241753.3363,,,,,,,,,,
Serbia,1973,,,,,,,,,,,,
Tajikistan,1973,,,,,,,,,,,,
Turkmenistan,1973,30.12986593,30129.86593,,,,,,,,,,
Ukraine,1973,1.9963305,1996.3305,,,,,,,,,,
Uzbekistan,1973,5.29946789,5299.46789,,,,,,,,,,
Former Soviet Union (if no detail),1973,,,2211.5645,981.7834597,768.9859387,457.9659755,14.55120047,70.40604868,61.619,2.101,0.756,8.841
Former Yugoslavia (if no detail),1973,,,67.00401799,38.06966636,27.04112507,1.772436825,0.0,0.719492097,68.173,0.912,0.399,3.184
Algeria,1973,55.44926031,44338.20998,11.11105033,0.414828019,7.169531896,3.524308798,0.497631008,0.407808949,54.459,0.274,0.095,0.744
Angola,1973,8.317984388,5285.171893,3.032812495,0,2.104192223,0.128167745,0.472939119,0.235978601,12.714,0.053,0.03,0.334
Benin,1973,0.6296521102,0.1629732,0.629489137,0,0.416921447,0.0,0.0,0.012649903,8.273,0.144,0.054,0.127
Botswana,1973,0.320956981,0.0,0.320956981,0.044894853,0.21592217,0.0,0.0,0.003189042,24.701,0.259,0.113,0.391
Cameroon,1973,1.662121416,0.5309025,1.661590513,0,0.814886071,0.0,0.0,0.194522856,6.767,0.119,0.049,0.114
Congo,1973,2.098243136,1404.301176,0.69394196,0,0.603219288,0.004498104,0.0,0.051022271,26.879,0.279,0.147,0.391
Côte d'Ivoire,1973,3.113428655,1.1621595,3.112266495,0,2.745314982,0.0,0.046672175,0.156256153,24.056,0.173,0.073,0.433
Dem. Rep. of Congo,1973,4.346085703,1.2476975,4.344838005,0.858080218,1.793325395,0.0,0.373377728,0.289819499,8.833,0.099,0.055,0.12
Egypt,1973,28.33663302,7206.01881,21.13061421,1.085852986,19.61502108,0.171328335,0.522087962,0.228408182,53.037,0.503,0.15,0.558
Equatorial Guinea,1973,,0.0,,,,,,,,,,
Eritrea,1973,,0.0,,,,,,,,,,
Kingdom of Eswatini,1973,0.426952207,0.0,0.426952207,0,0.246767218,0.0,0.0,0.003189042,9.512,0.347,0.145,0.504
Ethiopia,1973,4.937423143,0.698921,4.936724222,0,1.317091713,0.0,0.050268999,0.133828096,2.781,0.127,0.048,0.042
Gabon,1973,7.531904269,6761.835266,0.770069003,0,0.613837257,0.0,0.204187267,0.031888919,10.096,0.135,0.068,0.961
Ghana,1973,2.751094355,0.8376698,2.750256685,0,2.117904808,0.0,0.186974239,0.082805825,14.761,0.2,0.068,0.216
Kenya,1973,4.596075376,2.1111225,4.593964253,0.177451968,3.454653239,0.0,1.435054115,0.816358427,14.588,0.248,0.099,0.277
Libya,1973,89.58749574,82670.5493,6.91694644,0,3.85667355,3.021897696,0.006222892,0.353967752,62.721,0.104,0.037,3.274
Madagascar,1973,1.065092996,0.0,1.065092996,0,0.686996652,0.0,0.410323356,0.021521615,11.071,0.121,0.036,0.093
Mauritius,1973,,,0.358918072,0,0.331146939,0.0,0.057365085,0.079722448,20.629,0.205,0.099,0.379
Morocco,1973,8.697561626,41.412435,8.656149191,1.481983093,6.795402421,0.137517557,0.323879157,0.490984889,56.453,0.428,0.175,0.505
Mozambique,1973,4.360421564,74.9960668,4.285425497,1.39820397,1.399375522,0.0,0.652331422,0.117989151,9.679,0.791,0.361,0.304
Namibia,1973,,0.0,,,,,,,,,,
Niger,1973,0.49419297,0.0,0.49419297,0,0.24472388,0.0,0.0,0.0,7.332,0.085,0.036,0.048
Nigeria,1973,107.8799604,87987.71449,19.8922459,0.729211417,6.977665557,0.833444182,0.040934499,0.385645348,5.603,0.075,0.038,0.141
Rwanda,1973,0.869197525,0.0,0.869197525,0,0.071400186,0.0,0.0,0.006151171,0.353,0.053,0.022,0.016
Senegal,1973,1.561876195,1.603121,1.560273074,0,1.396694407,0.0,3.080323928,0.360187042,24.972,0.294,0.121,0.289
South Africa,1973,190.3071075,8163.490105,182.1436174,147.0473002,33.47355687,0.0,8.641321075,0.585276251,86.663,1.408,0.643,7.319
South Sudan,1973,,0.0,,,,,,,,,,
Sudan,1973,5.412542356,2.54749,5.409994866,0,4.601622796,0.0,0.006417043,0.37815662,14.741,0.241,0.119,0.284
United Rep. of Tanzania,1973,2.818435009,0.8256858,2.817609323,0,1.696013064,0.0,0.062714783,0.085941738,8.293,0.227,0.092,0.111
Togo,1973,0.4403098566,0.1321846,0.440177672,0,0.309919399,0.0,0.0,0.0,9.751,0.159,0.065,0.127
Tunisia,1973,6.457049176,2065.261866,4.39178731,0.322930372,3.683520701,0.264876527,0.05405965,0.449581979,53.566,0.546,0.207,0.774
Uganda,1973,1.909417357,0.0,1.909417357,0,0.745503557,0.0,0.0,0.137122802,3.736,1.863,0.647,0.066
Zambia,1973,,,4.734797076,2.21650783,1.963470319,0.0,0.0,0.066861216,24.001,0.687,0.268,0.889
Zimbabwe,1973,,,9.271227325,6.22979245,1.908000437,0.0,0.0,0.139941129,32.589,1.262,0.68,1.401
Other Africa,1973,,,11.25127381,0.140323739,5.811419881,0.0,2.43669159,0.484712769,8.227,0.216,0.091,0.131
Bangladesh,1973,5.311688041,132.577974,5.179110067,0.484671499,2.483508803,0.468766113,0.096843937,0.057188433,12.862,0.1,0.035,0.048
Brunei Darussalam,1973,7.765770757,7074.817355,0.690953401,0,0.15958012,0.529247804,0.0,0.019133352,47.499,0.107,0.053,4.598
Cambodia,1973,,,,,,,,,,,,
DPR of Korea,1973,,,73.33548136,69.79374167,3.451148661,0.0,0.0,0.0,84.179,6.619,1.832,4.499
India,1973,224.4893728,11386.12773,213.1032451,130.0892724,58.51034612,1.143702467,0.731094974,1.736674881,31.84,0.954,0.286,0.315
Indonesia,1973,69.64509869,27782.88743,41.86221126,0.33689924,31.92692543,0.176280904,1.336468684,0.210467465,20.1,0.385,0.125,0.257
Lao People's Democratic Republic,1973,,,,,,,,,,,,
Malaysia,1973,17.27962519,3861.569453,13.41805574,0.027801188,13.12804251,0.021219854,0.073937146,0.532175883,53.885,0.512,0.205,1.177
Mongolia,1973,,,,,,,,,,,,
Myanmar,1973,,,5.654100921,0.191105853,3.113472477,0.178368058,0.003111608,0.028594513,10.384,0.713,0.196,0.118
Nepal,1973,,,1.75926024,0.186728672,0.211403753,0.0,0.0,0.012755568,2.431,0.095,0.028,0.03
Pakistan,1973,22.01852875,1173.406353,20.8451224,2.27910378,9.088035878,5.77284054,0.500866325,1.049333288,22.088,0.431,0.132,0.264
Philippines,1973,30.35469509,10.2541,30.34444099,0.049783785,28.17166792,0.0,0.828936109,0.780941296,39.585,0.45,0.188,0.69
Singapore,1973,,,8.190411837,0.019466793,8.114385924,0.055029322,13.68012478,1.000997172,51.675,0.397,0.254,3.704
Sri Lanka,1973,,,4.47680524,0.009111003,3.572367241,0.0,1.352220227,0.003135913,20.417,0.359,0.12,0.267
Chinese Taipei,1973,,,38.65412025,9.262738101,27.19618322,2.195198926,1.298446654,2.657300284,69.559,1.047,0.508,2.416
Thailand,1973,22.35123288,13.2683955,22.33796449,0.402161083,20.78935715,0.0,0.280629159,2.065931274,31.909,0.507,0.187,0.539
Viet Nam,1973,21.06805203,831.30118,20.23675085,6.244084528,11.59465309,0.0,0.0,6.2020579,30.11,0.875,0.299,0.392
Other Asia,1973,,,12.68365584,4.100896235,7.348801021,0.349750662,0.596901024,0.39212909,45.788,0.397,0.212,0.416
People's Rep. of China,1973,994.1154002,50754.1041,943.3612961,720.0573058,152.6573731,11.78097724,2.610531839,0.0,48.378,3.085,1.918,0.98
"Hong Kong, China",1973,,,9.689017532,0.04169458,9.580068052,0.064644053,3.668270527,1.667794815,73.338,0.269,0.202,2.27
"China (incl. Hong Kong, China)",1973,1003.804418,50754.1041,953.0503136,720.0990004,162.2374412,11.8456213,6.278802366,1.667794815,48.56,2.766,1.754,0.986
Argentina,1973,105.7010985,17853.57115,87.8475274,3.483436576,69.93825658,14.19510978,0.469439533,0.650535748,59.621,0.323,0.24,3.467
Bolivia,1973,12.74467109,10133.44615,2.611224935,0,2.367767581,0.177443517,0.0,0.0,50.161,0.446,0.19,0.511
Brazil,1973,127.0935805,3525.122875,123.5684577,6.178956214,107.1197619,0.565089925,1.0895328,0.0,32.647,0.254,0.152,1.081
Cuba,1973,22.17644481,39.1115525,22.13733326,0.328373267,21.47748623,0.08155729,0.0,0.340197965,48.056,0.797,0.257,2.334
Curaçao,1973,,,15.68166572,0,15.68166572,0.0,7.208105044,0.175177883,62.328,11.085,8.808,94.589
Dominican Republic,1973,,,4.88938803,0,4.69397789,0.0,0.0,0.082911489,38.623,0.422,0.198,0.956
Ecuador,1973,8.428709726,4043.498695,4.385211031,0,4.039636651,0.0,0.312603484,0.398612538,40.295,0.175,0.097,0.59
El Salvador,1973,,,2.139698066,0,1.709769434,0.0,0.0,0.051022271,20.371,0.139,0.068,0.434
Guatemala,1973,,,3.305100993,0,2.664438213,0.0,0.206613346,0.196865404,21.33,0.16,0.078,0.449
Guyana,1973,1.8147297,0.0,1.8147297,0,1.777120502,0.0,0.0,0.003189042,48.322,0.805,0.401,2.417
Haiti,1973,,,0.791323673,0,0.370981013,0.0,0.0,0.025511135,4.702,0.051,0.023,0.074
Honduras,1973,,,1.616186259,0,1.283340422,0.0,0.0,0.028700177,20.497,0.269,0.129,0.416
Jamaica,1973,,,8.259712663,0,8.225922477,0.0,0.376489012,0.465579418,59.067,0.761,0.425,4.202
